tweet_id,sentiment,text,tweet_created,tweet_location,user_timezone
1419,negative,does asap mean two hours worth of delay and a return to the terminal to count the luggage a third time? #gottogetbetter,22/02/2015 21:05,"_T: 31.333857,-94.724549",Central Time (US & Canada)
1420,negative,Apart from being on hold for over 2 hours and having talked to 5 people and the problem still not resolved!,22/02/2015 21:05,,Brisbane
1421,negative,"typical caned response from UA, fix your crappy performing, last placed/ranked airline in this century!",22/02/2015 21:03,Danville CA,
1422,negative,is it even legal for you guys to advertise flights that you cant honor??,22/02/2015 21:03,H-town,
1423,negative,customer service is the WORST. hanging up on customers intentionally after one hour on hold.,22/02/2015 21:03,,
1424,negative,was forced  to book a flight on a different date than originally planned for a higher price $1130 felt like a bait and switch tactic,22/02/2015 21:03,H-town,
1425,negative,"love how you don't give a shit about people who tried to be loyal, but you screw them every way till Sunday. Glad I've stayed away",22/02/2015 21:03,Chicago,
1426,negative,"tried a different flight IAH-MNL 4/1/15-4/17/15, 6 flights are advertised for $1038 but are not bookable (due to partner error).",22/02/2015 21:02,H-town,
1427,negative,it will be on a different airline.,22/02/2015 21:02,"Monkton, Maryland ",Eastern Time (US & Canada)
1428,negative,and was told that its been the case for weeks but is still not resolved.,22/02/2015 21:02,H-town,
1429,negative,"clicked ""upgrade now"" and it didn't upgrade. What gives? http://t.co/N7oSjz8a59",22/02/2015 21:02,Rose Bubble,
1430,negative,you advertise the flight and its still on you website and still can't be book. spent over 2 hours with united support,22/02/2015 21:02,H-town,
1431,negative,tried to book a flight IAH-MNL departing 3/31/15 returning 4/17/15 you are advertising 9 flights for $1051 that can't be book!,22/02/2015 21:01,H-town,
1432,neutral,I just booked a flight for (2). When I view my reservation it has MI connected to First name. Is this a problem? can it be changed?,22/02/2015 20:59,,
1433,negative,quick (serious) question - any resources/ratings showing the quality of service is better than 8th place? http://t.co/deWIthPeW2,22/02/2015 20:58,"San Francisco, Ca",Pacific Time (US & Canada)
1434,neutral,How do I get through @TSA to finally board UA 1534?,22/02/2015 20:55,"Brooklyn, NY",Eastern Time (US & Canada)
1435,negative,"yes I have and I was calling in regards to speaking to someone about it even further, but unfortunately i was just bounced around.",22/02/2015 20:54,,Eastern Time (US & Canada)
1436,negative,Flight 472 from ORD couldn't let me know about this? Found out via app minutes before landing. Awful flight. http://t.co/DQJl8vZ2h2,22/02/2015 20:54,"52.315477,4.995852",Eastern Time (US & Canada)
1437,negative,i need help but in spanish,22/02/2015 20:53,New Jersey,
1438,negative,"A very disappointing experience - plane mech. delay and next one didn't wait. No sincere apology, just told me to complain online",22/02/2015 20:49,,
1439,negative,I lost my sunglasses on the flight from OKC to IAH this morning (8am takeoff) .. is there any way to retrieve them?,22/02/2015 20:48,Austin,Central Time (US & Canada)
1440,neutral,@reccewife with the exception of everything you've asked for. Heh,22/02/2015 20:36,#ygk,Atlantic Time (Canada)
1441,negative,UA1731 - Denver to Austin...  Still on the ground...,22/02/2015 20:33,,
1442,negative,either your staff or whoever you contract with at PVD is failing you big time tonight...,22/02/2015 20:33,"Waltham, MA",Eastern Time (US & Canada)
1443,neutral,UA1469. Just landed.,22/02/2015 20:33,"Tampa, Florida",Atlantic Time (Canada)
1444,negative,considering it. Currently gold on @delta. Why should I make the jump for an upcoming flight from SFO to Singapore?,22/02/2015 20:33,"San Francisco, Ca",Pacific Time (US & Canada)
1445,neutral,flight 435,22/02/2015 20:31,,
1446,negative,"worst flights I've ever had. ground crew ignored our plane, made me miss flight and now I have to cover the cost of a hotel. #DEN",22/02/2015 20:31,"Vancouver, CA",
1447,negative,customers aren't dumb. These revenue based programs will hurt everyone. Not gonna save money like you think,22/02/2015 20:29,,
1448,negative,it was me who had the problem won flight ua 1580. I called and rebooked myself found my own hotel and taxi,22/02/2015 20:29,"Bay Area, CA",Pacific Time (US & Canada)
1449,positive,will do. Thanks for the help. Cheers,22/02/2015 20:29,Toronto Area,Eastern Time (US & Canada)
1450,negative,"bull crap.  I spent $600 on a recent trip.  That's not small change. I got 10,000 AA miles.  Would have only been 6600 UA",22/02/2015 20:29,,
1451,negative,yes I did. Terrible service from your courrier,22/02/2015 20:27,Brossard,Eastern Time (US & Canada)
1452,negative,compensate us for new clothes bet you won't,22/02/2015 20:25,GLP,Eastern Time (US & Canada)
1453,positive,I have 8 flights with you in the next two weeks :) let's make some good memories!,22/02/2015 20:25,the cupboard under the stairs,
1454,negative,"we're stuck at OGG, looks like flight will be Cancelled Flightled. Can you help? =)",22/02/2015 20:20,,
1455,negative,yea they been booked on 10 next avalible flights since sat 7am. And when time comes no plane 2nd day of work missed #hotelliving,22/02/2015 20:13,,Eastern Time (US & Canada)
1456,negative,currently crying... I wanted to ski tomorrow but prolly not. Just a boy tryna fulfill his dreams,22/02/2015 20:11,GLP,Eastern Time (US & Canada)
1457,negative,"I tried the online tracking and they said something like ""attempting to locate luggage""",22/02/2015 20:10,GLP,Eastern Time (US & Canada)
1458,negative,your worker told us not to call because we'd be talking to someone in Thailand...,22/02/2015 20:09,GLP,Eastern Time (US & Canada)
1459,negative,- Going on 3 days (tomorrow) and I still haven't received my bag from my flight to Toronto. Would love to see some seriousness here.,22/02/2015 20:08,USA / The World,Eastern Time (US & Canada)
1460,negative,is there nothing you can do for me? No compensation at all? Given the circumstances I feel like there must be something you can do,22/02/2015 20:08,New Jersey,Quito
1461,negative,there is a disconnect between your PR group and the actual business strategy and employee attitude on the ground.  #liars #united,22/02/2015 20:08,,
1462,negative,here we go again. 2 of 3 segments SFO--New York RT were delayed OVER 2 hrs each! Why do you suck so BAD!?!Maybe another line of bus?,22/02/2015 20:07,Danville CA,
1463,negative,you really screwed up dealing mechanical failure from Maui to San Francisco. Poor communication bad help in getting connections,22/02/2015 20:07,"Bay Area, CA",Pacific Time (US & Canada)
1464,negative,"if you don't like delayed bags, why do you let it happen so much?",22/02/2015 20:07,,
1465,negative,the delay is due to customer service for 20 people?  What about the DIS-SERVICE you provided for 100+?  #FlightFail #Hour20Delay,22/02/2015 20:04,,
1466,positive,he is so excellent and so reliable :) #happycustomer,22/02/2015 20:04,"Hermosa Beach, CA",Pacific Time (US & Canada)
1467,negative,but again UNITED DOESNT GIVE 2 SHITS ABOUT THEIR CUSTOMERS,22/02/2015 20:04,,Pacific Time (US & Canada)
1468,negative,its funny how none of ur tweets back are helpful what I want is to read 'ya we'll change that so our customers get better service',22/02/2015 20:03,,Pacific Time (US & Canada)
1469,neutral,She is travelling from Melbourne (Australia ) to Bogota (Colombia) tomorrow,22/02/2015 19:58,,
1470,neutral,Hi.  My relative's Flight Booking Problems number is MY8YB4.  Her name is Clarita Jaramillo Mejia.  Thank you,22/02/2015 19:57,,
1471,positive,it was delivered! Thank you for making sure it arrived at my doorstep!,22/02/2015 19:57,"Beijing, China",
1472,negative,"really needs to get its act together. Really disappointed in our change of flight, delayed flights, etc.",22/02/2015 19:53,"Monkton, Maryland ",Eastern Time (US & Canada)
1473,negative,"to OMA - 180 miles from my destination. Spotty customer service. I get staff stressors but come on, this is your business.",22/02/2015 19:52,,
1474,neutral,Why have airlines always told us they can't open a cabin door once it has been closed?  This plane has done it 3 times tonight.,22/02/2015 19:50,,
1475,positive,Looking for a reason to travel? #quote http://t.co/GGuIg3t28z_,22/02/2015 19:50,,Eastern Time (US & Canada)
1476,negative,I can't find any Late Flight evening flights. Are there other airports that would have an overnight flight?,22/02/2015 19:50,"Wilmington, Delaware",Eastern Time (US & Canada)
1477,negative,Thanks for the vague canned response that doesn't address the issue!,22/02/2015 19:50,"san francisco, ca",Pacific Time (US & Canada)
1478,positive,thank you!,22/02/2015 19:49,,
1479,negative,that's not good enough for all of us affected by the awful organization and timing and have now been set back,22/02/2015 19:48,"Medford, MA",
1480,negative, Otis in the baggage claim by Bay #8. not at all happy but not nearly as pissed.,22/02/2015 19:48,Chicago,Central Time (US & Canada)
1481,negative,Why is my time less important to you?  #StrandUsInDenver #HourAndTenMinuteDelay #FlightFail,22/02/2015 19:45,,
1482,negative,airlines: you kidding? Bagage lost this morning from ny to Washington and still no trace? #badservice,22/02/2015 19:42,,Bern
1483,negative,I did. It took about an hour and a half though,22/02/2015 19:41,"Rockaway, NJ",Eastern Time (US & Canada)
1484,negative,Why have you never held a plane for me? #HourDelay #MultipleDoorOpeningAndClosing #DangerOfGettingSnowedIn,22/02/2015 19:40,,
1485,negative,i did but i got nothing from it. Just dissapointment =(,22/02/2015 19:37,,
1486,negative,WHERE IS MY FUCKING BAG?!?! Where the fuck is my fucking bag??? TELL ME NOW OR GIVE ME A NUMBER TO CALL A HUMAN. SAN68059M,22/02/2015 19:33,"Akron, Ohio",Eastern Time (US & Canada)
1487,positive,I was sincerely thanking the pilot of flight 4461 of braving the snow and getting me home amongst many other Cancelled Flightlations.,22/02/2015 19:32,"Houston, TX",Eastern Time (US & Canada)
1488,negative,Made@it to the gate at 8:23 and they wouldn't let us on. http://t.co/xAToxBnsFa,22/02/2015 19:32,,Central Time (US & Canada)
1489,negative,time to give up my 1K status and switch to @Delta - you are so terrible I can't even describe.,22/02/2015 19:28,,Central Time (US & Canada)
1490,positive,"Thanks! LOL! #UA6259 will wait for us. Per @flightaware, same tail number as #UA5525 :)",22/02/2015 19:28,"CO Springs, Occupied Colorado",Mountain Time (US & Canada)
1491,negative,You suck. Flight delayed equipment probs again. Miss connection by 2 minutes and you won't let us on even though it's at the gate.,22/02/2015 19:27,,Central Time (US & Canada)
1492,negative,#1758 now going in 40 min waiting for other plane to vacate gate. #findanothergate,22/02/2015 19:25,"_T: 33.987103,-118.399024",
1493,negative,Flight 2 is 2:30 hrs delayed so far b/c of Late Flight crew. Now we are literally waiting while they have dinner acc. to honest gate agent.,22/02/2015 19:24,Mexico City,Eastern Time (US & Canada)
1494,negative,many people on Ua6318 are going to miss connections due to long wait time in SFO tarmac. Seriously u can't find an empty gate?,22/02/2015 19:23,"Palo Alto, CA",Pacific Time (US & Canada)
1495,negative,You're trying to solve problem of your own making. Charging for checked luggage forces checking at gate. Brilliant.,22/02/2015 19:22,Utah,Mountain Time (US & Canada)
1496,negative,we've been waiting 45 min for a gate at SFO... Yet so many of them are free.  Your excellence in operational efficiency is showing,22/02/2015 19:21,"New York & Washington, D.C.",Eastern Time (US & Canada)
1497,negative,"""delayed due to customer service"" Huh? http://t.co/XlTV5z6sT1",22/02/2015 19:19,"Boulder, Co",
1498,negative,what about the poor customer service at checkin at Kansas KCI?!? That's it???,22/02/2015 19:18,Ireland,
1499,negative,except all of that delayed the flight anyway.,22/02/2015 19:17,Utah,Mountain Time (US & Canada)
1500,negative,maybe find a different gate #ua1758,22/02/2015 19:16,"_T: 33.987103,-118.399024",
1501,negative,I sent a message. It's very irresponsible that my suitcase cannot be found. This is truly worst service ever... #fedup #disastrous,22/02/2015 19:16,,Atlantic Time (Canada)
1502,negative,landed in den on time stuck waiting for gate for 30 min. Maybe an update would be a good idea capt?,22/02/2015 19:14,"_T: 33.987103,-118.399024",
1503,negative,wanted to point out that not one United crew has been sympathetic. Questions unanswered. MileagePlus is starting to look like a joke,22/02/2015 19:12,"San Francisco, California",Pacific Time (US & Canada)
1504,negative,can we get an explanation on why UA978 from S_o Paulo to Houston has been delayed? Now we're hearing from crew about Cancelled Flightlations.,22/02/2015 19:09,"San Francisco, California",Pacific Time (US & Canada)
1505,negative,Why was flight 1180 EWR to MCO Cancelled Flightled for tomorrow and what do I do to rebook. Asking for a relative.,22/02/2015 19:09,New Jersey,Eastern Time (US & Canada)
1506,neutral,Can you tell me Jet Airways award availability?,22/02/2015 19:08,"Kansas City, Missouri",Central Time (US & Canada)
1507,negative,"I understand the intent was not to inconvenience, but catching a cab back to the airport to show them wet clothes wasn't an option.",22/02/2015 19:02,"Hilo, HI",Hawaii
1508,neutral,What are the chances of my flight to EWR from PIT being Cancelled Flighted tomorrow?,22/02/2015 19:02,,Atlantic Time (Canada)
1509,neutral,@baftz rcvd promo if i booked flight silver status would be extended it was not dont have flier that was sent didnt think id need,22/02/2015 19:01,,
1510,negative,"wife landed in DC 5hrs ago. luggage did not, was told it would B delivered/Hotel by 8pm. It's now 10pm, no luggage. #UA484",22/02/2015 18:59,,
1511,neutral,on a flight at 11:30 tomorrow.,22/02/2015 18:57,,
1512,negative,not sure why the people in row 7 that paid for a premium seat can't use their overhead space... http://t.co/i9s86KiHge,22/02/2015 18:50,San Francisco,Pacific Time (US & Canada)
1513,negative,is so cheap they couldn't afford to run the AC on #UA1510. They took pressure cooker to a new level. #Cheap #WorstAirline,22/02/2015 18:50,"Houston, TX",America/Chicago
1514,negative,why is it that Sundays when my husband travels to Chicago he's stuck at Tarmac &amp; misses connecting flight always,22/02/2015 18:43,,
1515,negative,Well I can tell you that your customer service at RDU airport is horrific but is exception at O'Hare in Chicago.,22/02/2015 18:43,"Hillsborough, NC",Central Time (US & Canada)
1516,negative,sitting on UAL 683 - a comedy of errors.  UAL is incompetent,22/02/2015 18:41,,
1517,negative,"on #UA3785 tonight and told delayed due to Late Flight crew. No idea where crew coming from, your staff ++unhelpful. Any ideas?",22/02/2015 18:37,Toronto,
1518,negative,"take a look at status of 683, sitting at ORD ... This ain't cool, yo.",22/02/2015 18:30,"Lexington, Ky",Eastern Time (US & Canada)
1519,positive,bummer but thank you for the quick response,22/02/2015 18:30,"Vancouver, WA",Pacific Time (US & Canada)
1520,negative,I didn't have time to take my wet clothes/suit back to the airport and wasn't going to pay for another cab to do so.,22/02/2015 18:27,"Hilo, HI",Hawaii
1521,negative,didn't realize my bag/ contents were wet until I got to my hotel. Sent my suit/shirts out to be dry cleaned. Mtgs start tomorrow.,22/02/2015 18:26,"Hilo, HI",Hawaii
1522,negative,"You load our plane at ORD knowing pilots are 2 hrs Late Flight, then discover plane needs to be fueled? #WTF #united #incompetent",22/02/2015 18:24,"Los Angeles, CA",Pacific Time (US & Canada)
1523,negative,resolved and im sick and tired of waiting on you. I want my refund and I'd like to speak to someone about it.,22/02/2015 18:22,,Eastern Time (US & Canada)
1524,negative,I'm really glad I just waited on the phone for over an hour to be sent to a voicemail. Your customer service sucks. Nothing has been,22/02/2015 18:22,,Eastern Time (US & Canada)
1525,negative,you just caused a riot on the airplane. Never seen anything like this,22/02/2015 18:22,,
1526,negative,"Instead of sending inaccurate emails about delay every 5 min, just say we will get you there when we get you there.",22/02/2015 18:15,,
1527,negative,so glad I've been waiting for 1 hour and 15 minutes and Ive been transferred 3 times without resolving anything. Worst service ever.,22/02/2015 18:14,,Eastern Time (US & Canada)
1528,negative,we still need help. Hung up on twice. Customer service rep said there is no way to help between the gate rep and phone rep.,22/02/2015 18:14,Michigan,Quito
1529,positive,"They let us know in advance of the reboot, yes :) Thanks for the attentiveness!",22/02/2015 18:13,"Queens, NY",Eastern Time (US & Canada)
1530,negative,lol too little too Late Flight,22/02/2015 18:12,"Iowa City, IA",Eastern Time (US & Canada)
1531,negative,yes. Bags came 1 hr after I arrived at baggage claim. Awful experience on the ground at BHM,22/02/2015 18:11,,
1532,negative,@FernHeinig18 your delay is due to your own making. We have now been back to the gate multiple times. Maybe take accountability,22/02/2015 18:07,,
1533,negative,Why do I have to give up my leg room so these 4 people (not in my row) can fill the bin?  Pls start charging. http://t.co/2nY5TuXFqf,22/02/2015 18:06,,Arizona
1534,negative,please tell CLT flight 4232 needs a gate. Waiting now for 15 mins.,22/02/2015 18:03,,
1535,negative,Why did you load us in this flying sardine can if you knew the pilots were 2 hours Late Flight?? #incompetent beyond belief,22/02/2015 17:58,"Los Angeles, CA",Pacific Time (US & Canada)
1536,neutral,booked EWR-FLL in first for two on 3-8. Let's see how you compare to the garbage @AmericanAir first class has become,22/02/2015 17:55,,
1537,negative,your seats are god awful.,22/02/2015 17:55,,Eastern Time (US & Canada)
1538,negative,good try but @SouthwestAir got her here safer and sooner,22/02/2015 17:54,,Quito
1539,positive,Wanted to compliment ur phone agent Jeanette for reFlight Booking Problems RDU to SEA thru SFO after connecting flight thru EWR was Cancelled Flightled.,22/02/2015 17:43,"Chapel Hill, NC",Eastern Time (US & Canada)
1540,negative,3 hour 45 min delay so far..... Would love to round to 4 hours to just go to bed!,22/02/2015 17:41,"Charleston, WV",Eastern Time (US & Canada)
1541,neutral,Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket ...I can't do both. Can you help?,22/02/2015 17:36,"Albuquerque, New Mexico",Arizona
1542,neutral,"I need to get from Albuquerque, NM, USA, to Cebu, Philippines. I'm providing educational help for 800 kids. Can you help me?",22/02/2015 17:34,"Albuquerque, New Mexico",Arizona
1543,negative,I'm on UA1118 and my direct tv isn't working.  How do I avoid this in future?,22/02/2015 17:33,,Singapore
1544,negative,is truly the drunk uncle of boarding. Don't believe gate agent that overhead is full; don't reserve aisle http://t.co/cdZhTyd0aK,22/02/2015 17:28,Utah,Mountain Time (US & Canada)
1545,negative,i sure will,22/02/2015 17:26,Everywhere,
1546,neutral,on the plane. I was thoughtful enough to ask for it and got it; there are prob others that also deserved it,22/02/2015 17:25,"Vienna, VA",Eastern Time (US & Canada)
1547,negative,any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room?,22/02/2015 17:23,"CO Springs, Occupied Colorado",Mountain Time (US & Canada)
1548,negative,"Appreciated, but in this case we waited an extra 55 minutes for a lost mechanic to fax the log. Fax...like in the 80s.",22/02/2015 17:22,Mexico City,Eastern Time (US & Canada)
1549,neutral,S/O to @Delta for coming in clutch and finally taking me home ____,22/02/2015 17:19,,
1550,negative,customer service sucks!  They hang up after waiting an hour and talking for 5 minutes.,22/02/2015 17:16,Michigan,Quito
1551,negative,JP - DM message who? Can't get a DM through to @united,22/02/2015 17:15,"Oakland, CA",
1552,negative,strikes again! Why board anyone if there's something wrong with the plane? Common sense.,22/02/2015 17:15,Home,Central Time (US & Canada)
1553,negative, thanks for the miserable trip GNV&lt;&lt;&lt;FSD on 2.19-2.21.,22/02/2015 17:14,,
1554,negative,Missed KTM flight due to ur Cancelled Flightlation. Mike supervisor disgusting.  Now day Late Flight. No apology or upgrade offer to LHR from ORD???,22/02/2015 17:14,Stavromula Beta,Quito
1555,neutral,left my iPad on MCO-&gt;IAD flight 174. How long to hear back once claim submitted? TY!,22/02/2015 17:13,,
1556,positive,social media team is on point on #OscarNight :),22/02/2015 17:13,"San Francisco, CA",Eastern Time (US & Canada)
1557,negative,always happy to start my life with my new wife with a 5 hr travel delay due to MAINTENECE and it would appear incompetence,22/02/2015 17:12,NYC/Secaucus ,Santiago
1558,negative,is the airline of the Oscars but doesn't carry ABC on Direct TV?!?! Fail - now I can't watch the Oscars. #united,22/02/2015 17:12,Chicago,Central Time (US & Canada)
1559,negative,this is it... Last time I fly #UnitedAirlines  you screw up every trip now will be stuck in ord and miss work.,22/02/2015 17:10,Toronto Canada,
1560,neutral,Didn't know that buying a seat in first class was just a 'request' to sit in first class! Very Interesting.,22/02/2015 17:09,New York,
1561,negative,"I understand the intention, but it pales in comparison to a day of lost wages for both my wife and I because of the delay.",22/02/2015 17:09,North,Central Time (US & Canada)
1562,negative,I need help with a missing bag.,22/02/2015 17:08,"Cincinnati, OH",Quito
1563,negative,I was. But I have given up.,22/02/2015 17:07,"Portland, OR",
1564,neutral,"can I get on a stand by list from ASE to ORD? I'm the only poor person in Aspen, that's why I'm asking for standby on twitter.",22/02/2015 17:05,"Chicago, IL",Mountain Time (US & Canada)
1565,negative,you changed my entire flight plan for vacation and now I will be there alone a day and night early with nowhere to stay. Help!,22/02/2015 17:03,,
1566,negative,UA647 heading back to gate bc improper load? if ur packing us to the gills should at least take care to load bags. expecting comp...,22/02/2015 17:03,"_T: 40.729379,-74.002951",Alaska
1567,negative,is the worst airlines sitting on the plane at  Houston-bush airport now for an hour and a half waiting for Late Flight passengers,22/02/2015 17:01,,
1568,negative,might possibly have the worst service on the planet.,22/02/2015 17:00,Long Island,Quito
1569,negative,deceptive marketing practices promised me if i booked flights i would retain my status now they are not granting. Neverflyunited,22/02/2015 16:59,,
1570,negative,Hey so many time changes for UA 1534. We going tonight or what? MIA - EWR,22/02/2015 16:56,"Brooklyn, NY",Eastern Time (US & Canada)
1571,negative,and that it would be sent on the next flight to Hayden/steamboat (HDN) from Denver. So I'm hoping its on there,22/02/2015 16:56,,Eastern Time (US & Canada)
1572,negative,and pick it up and just bring it on the shuttle. When I went to double check on that they said it was still on the concourse,22/02/2015 16:56,,Eastern Time (US & Canada)
1573,negative,I honestly couldn't tell you. All I know is that originally we were going to have it brought in from the concourse,22/02/2015 16:55,,Eastern Time (US & Canada)
1574,negative,missing a day of vacation to see my husband because of this delay but stuff happens and I get that. Just wish it was handled better,22/02/2015 16:51,"Kingston, Canada",Mountain Time (US & Canada)
1575,negative,UA1534 has now had 11 different departure times. Wtf. Make up your mind.,22/02/2015 16:51,,Eastern Time (US & Canada)
1576,negative,thanks for making everyone wait in the dark for an hour while Newark tries to figure out which gate to go to. #incompetence,22/02/2015 16:50,,
1577,positive,thank you for following up!,22/02/2015 16:50,"Pittsburgh, PA",Quito
1578,positive,Claudia in IAH terminal b travel assistance has me all set. Great service. Thank you.,22/02/2015 16:47,,
1579,neutral,is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?,22/02/2015 16:43,"Cambridge, MA",
1580,negative,"why doesn't my daughter, booked with my gold member miles, get on the upgrade list for her flight tomorrow?",22/02/2015 16:42,"Vancouver, WA",Pacific Time (US & Canada)
1581,neutral,If an award is no longer showing available could it possible become available again?,22/02/2015 16:39,,
1582,neutral,flight to DFW from IAD Cancelled Flightled for mechanical can I get rental car to MDT-my origin,22/02/2015 16:37,Harrisburg,Eastern Time (US & Canada)
1583,neutral,can you help me get from IAH to SFO earlier tonight?,22/02/2015 16:34,,
1584,negative,was so on point for 5/6 of my flights this past week . . But this last one really sucks shit,22/02/2015 16:33,The Town,Central Time (US & Canada)
1585,negative,and here i thought American was bad. Horrible Service. Over 2:30 min Late Flight. No excuse!,22/02/2015 16:30,"Martinsburg,WV",Eastern Time (US & Canada)
1586,negative,UA1565 IAH -&gt; SJO is delayed by like 1.5 hours. Crazy!,22/02/2015 16:28,New York | Chicago,Eastern Time (US & Canada)
1587,negative,I don't know my flight details bc I need to explore some options which I'm unable to do bc the site won't let me.Seems to be ongoing,22/02/2015 16:27,"driving, probably",Quito
1588,negative,How about free wifi when your flights delayed? Only 20 mins allowed!,22/02/2015 16:27,"Los Angeles, CA",Pacific Time (US & Canada)
1589,neutral,I did. they told us the wrong carousel number.,22/02/2015 16:26,moving forward... ,Eastern Time (US & Canada)
1590,neutral,no thanks,22/02/2015 16:26,michigan ,Eastern Time (US & Canada)
1591,negative,CDG-LAS 42 hours. And my luggage is in SFO. I've been wearing the same clothes for 42 hours. Thank you. #flythefriendlyskies,22/02/2015 16:22,,Paris
1592,negative,this airline is a joke my friends been trapped in houston since 7am sat and have no flight in sight #unitedworstever #trappedhouston,22/02/2015 16:17,,Eastern Time (US & Canada)
1593,negative,why do you hate your passengers?,22/02/2015 16:16,"San Francisco, CA",
1594,negative,how can a plane that has been sitting in a hanger all day have numerous mechanical problems. Doesn't anyone actually do maintenance,22/02/2015 16:14,,
1595,negative,in the future when delay causes 15 hour wait (slept night in airport) ensuring seating choice for replacement flight would be good.,22/02/2015 16:13,"Kingston, Canada",Mountain Time (US & Canada)
1596,negative,is my flight delayed? It keeps changing between delayed and not??? If delayed is checkin time Late Flightr??? http://t.co/NTUIx5dbYR,22/02/2015 16:10,Northern Ireland,London
1597,negative,what a long day of delays. Please get us to Dallas tonight!!!!  Fingers crossed!!!  #winterstorm2015 #whichisworsedenordfw.,22/02/2015 16:09,,
1598,negative,-How is it that all my flight times were changed without any official notification? Almost missed my flight this morning. Not cool!,22/02/2015 16:07,,Central Time (US & Canada)
1599,negative,they had record of it being at Denver on the concourse prior to me gettin on the shuttle. I just want to confirm its location,22/02/2015 16:07,,Eastern Time (US & Canada)
1600,neutral,#LAX #sunrise UAL212 LAX-JFK,22/02/2015 16:04,,Central Time (US & Canada)
1601,neutral,...would be on the next flight to Hayden/steamboat,22/02/2015 16:03,,Eastern Time (US & Canada)
1602,negative,we needed to be at steamboat for a meeting by 3pm so we took a shuttle. The United customer service people said the bag would be on,22/02/2015 16:02,,Eastern Time (US & Canada)
1603,negative,there is no good word for describing how angry and pissed off of a customer you have made me.,22/02/2015 15:59,"San Francisco, CA",
1604,negative,"Late Flight 2014 and 2015 are huge step towards decline in service, and your agents, not all, are as arrogant as ever.  #UnitedAirlines",22/02/2015 15:59,earth,Pacific Time (US & Canada)
1605,positive,Denver baggage handlers you totally impressed us today. Our lungs barely made the run to connect but our bags had no problem! #DEN,22/02/2015 15:58,DC,Eastern Time (US & Canada)
1606,negative,"flight 3870 to Newark, stuck in the runway. About to miss my connection and they are just sorry for my inconvenience!!!!!!",22/02/2015 15:58,"San Francisco, CA",
1607,negative,false.,22/02/2015 15:57,STL,Central Time (US & Canada)
1608,negative,"sitting on the runway in Newark, they won't let the plane to a gate. My connection boards in 1 minute. @united hates us all.",22/02/2015 15:54,"San Francisco, CA",
1609,positive,"thanks, it was my first time in a United lounge and felt welcomed.",22/02/2015 15:54,,Pacific Time (US & Canada)
1610,negative,"all other ANA ticket holders get to use the lounge, too. But not us. Because United booked us. #grumpykim",22/02/2015 15:54,"Kingston, Canada",Mountain Time (US & Canada)
1611,neutral,"Good evening, UA. Can you assist with an issue via DM?",22/02/2015 15:52,"Washington, D.C.",Eastern Time (US & Canada)
1612,negative,Never had a flight delayed an hour due to an unbalanced load. And more delays at @flyLAXairport. Great job idiots.,22/02/2015 15:51,,Pacific Time (US & Canada)
1613,negative,100. % failure in 2015 #UnitedAirlines,22/02/2015 15:50,earth,Pacific Time (US & Canada)
1614,positive,can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk,22/02/2015 15:49,Chicago,
1615,negative,"you guys suck, 2 1/2 delay to get out of ers and didn't even have curtesy to let me know,  #UnitedAirlines",22/02/2015 15:48,earth,Pacific Time (US & Canada)
1616,negative,"Unfortunately had a bad experience flying with you on Saturday. Inpolite crew, bad delays.",22/02/2015 15:48,Nederland,Amsterdam
1617,negative,seriously? 45 min on the plane at bhm and now 30 min in baggage and still no bags? #worstairlineever,22/02/2015 15:45,,
1618,positive,thanks for updating me about the 1+ hour delay the exact second I got to ATL. ______,22/02/2015 15:43,,Eastern Time (US & Canada)
1619,negative,but we are on All Nippon now (booked by United to replace the one we missed).,22/02/2015 15:40,"Kingston, Canada",Mountain Time (US & Canada)
1620,negative,what is this subtlety gate changes? Are you kidding with me?,22/02/2015 15:37,,
1621,negative,"been good 15yr ""friendly skies"" relationship. 2day agent told me I'm ""only Canadian"" and thus not good enough for military preboard",22/02/2015 15:37,Canada,Eastern Time (US & Canada)
1622,negative,yes was trying to upgrade my seat. Now there are no available spots,22/02/2015 15:36,Earth,Indiana (East)
1623,negative,@rikrik__ What made you come to this? Can we help you with anything? ^JP_ inconvience*,22/02/2015 15:35,Saint Louis,Central Time (US & Canada)
1624,neutral,"@rikrik__ What made you come to this? Can we help you with anything? ^JP_ free tickets , for the i convince .",22/02/2015 15:35,Saint Louis,Central Time (US & Canada)
1625,negative,@rikrik__ What made you come to this? Can we help you with anything? ^JP_ the service just hasn't been great.,22/02/2015 15:35,Saint Louis,Central Time (US & Canada)
1626,negative,"I think not. I'm not flying you again, if I can help it.",22/02/2015 15:35,New York,Eastern Time (US & Canada)
1627,positive,Resolved. Over hour of work on  ground &amp; somehow the system reset itself during takeoff. I appreciate the quick response/service.,22/02/2015 15:34,"Buffalo, NY",
1628,negative, always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever,22/02/2015 15:34,Los Angeles ,Pacific Time (US & Canada)
